5.4220, 0.6756
5.4900, 0.6983
5.5010, 0.7021
5.5164, 0.7074
5.5228, 0.7097
5.5301, 0.7122
5.5464, 0.7180
5.5542, 0.7208
5.5962, 0.7361
5.5979, 0.7367
5.6427, 0.7535
5.6730, 0.7652
5.7133, 0.7811
5.7287, 0.7873
5.7525, 0.7970
5.7929, 0.8140
5.8065, 0.8198
5.8500, 0.8387
5.8700, 0.8477
5.8846, 0.8543
5.8870, 0.8554
5.8871, 0.8554
5.8882, 0.8559
5.8961, 0.8595
5.8984, 0.8606
5.9035, 0.8630
5.9446, 0.8822
5.9458, 0.8828
5.9519, 0.8857
5.9710, 0.8949
5.9835, 0.9010
5.9890, 0.9036
6.0034, 0.9108
6.0178, 0.9180
6.0180, 0.9181
6.0195, 0.9188
6.0198, 0.9190
6.0360, 0.9272
6.0468, 0.9327
6.0506, 0.9347
6.0754, 0.9476
6.0780, 0.9489
6.0793, 0.9496
6.1049, 0.9632
6.1130, 0.9676
6.1384, 0.9815
6.1407, 0.9828
6.1411, 0.9830
6.1427, 0.9838
6.1491, 0.9874
6.1560, 0.9913
6.1592, 0.9930
6.1687, 0.9984
6.1894, 1.0102
6.2077, 1.0207
6.2385, 1.0389
6.2669, 1.0560
6.3181, 1.0878
6.3183, 1.0880
6.3215, 1.0900
6.3559, 1.1122
6.3965, 1.1392
6.3978, 1.1400
6.4020, 1.1429
6.4404, 1.1694
6.4416, 1.1702
6.4424, 1.1708
6.4860, 1.2019
6.4962, 1.2093
6.5125, 1.2214
6.5153, 1.2235
6.5315, 1.2356
6.5442, 1.2452
6.5691, 1.2643
6.5805, 1.2732
6.5964, 1.2858
6.6403, 1.3213
6.6473, 1.3271
6.6614, 1.3389
6.7174, 1.3869
6.7211, 1.3902
6.7244, 1.3931
6.7284, 1.3966
6.7322, 1.4000
6.7341, 1.4017
6.7346, 1.4021
6.7766, 1.4402
6.7770, 1.4406
6.8210, 1.4819
6.8255, 1.4862
6.8315, 1.4920
6.8322, 1.4927
6.8708, 1.5306
6.9086, 1.5689
6.9335, 1.5948
6.9351, 1.5965
6.9437, 1.6056
6.9579, 1.6207
6.9895, 1.6550
6.9949, 1.6610
7.0232, 1.6927
7.0353, 1.7065
7.0416, 1.7137
7.0581, 1.7328
7.0755, 1.7532
7.1048, 1.7884
7.1050, 1.7886
7.1356, 1.8262
7.1675, 1.8664
7.1925, 1.8986
7.2057, 1.9159
7.2124, 1.9248
7.2197, 1.9345
7.2454, 1.9690
7.2706, 2.0037
7.2750, 2.0098
7.3017, 2.0474
7.3025, 2.0486
7.3110, 2.0607
7.3117, 2.0617
7.3302, 2.0885
7.3331, 2.0927
7.3525, 2.1212
7.3539, 2.1234
7.3548, 2.1247
7.3566, 2.1274
7.3807, 2.1636
7.4209, 2.2254
7.4469, 2.2665
7.4812, 2.3220
7.5205, 2.3872
7.5985, 2.5226
7.6171, 2.5561
7.6320, 2.5831
7.6377, 2.5934
7.6845, 2.6805
7.7180, 2.7446
7.7207, 2.7499
7.7350, 2.7776
7.7352, 2.7781
7.7360, 2.7796
7.7410, 2.7894
7.7455, 2.7982
7.7475, 2.8020
7.7636, 2.8338
7.7662, 2.8390
7.7687, 2.8440
7.7762, 2.8591
7.8024, 2.9118
7.8063, 2.9198
7.8170, 2.9416
7.8229, 2.9538
7.8441, 2.9976
7.8571, 3.0247
7.8654, 3.0420
7.8674, 3.0463
7.8798, 3.0724
7.9440, 3.2101
7.9489, 3.2208
8.0199, 3.3777
8.0267, 3.3930
8.0300, 3.4004
8.0460, 3.4364
8.1080, 3.5769
8.1203, 3.6050
8.1271, 3.6207
8.1299, 3.6270
8.1399, 3.6499
8.1604, 3.6969
8.1653, 3.7082
8.1885, 3.7614
8.1994, 3.7866
8.2713, 3.9511
8.2888, 3.9908
8.3260, 4.0746
8.3590, 4.1479
8.3608, 4.1518
8.4007, 4.2389
8.4575, 4.3587
8.5237, 4.4906
8.5560, 4.5514
8.5932, 4.6179
8.6043, 4.6370
8.6088, 4.6446
8.6321, 4.6831
8.6443, 4.7025
8.6475, 4.7075
8.6501, 4.7117
8.6531, 4.7162
8.6594, 4.7259
8.6750, 4.7492
8.6794, 4.7555
8.7444, 4.8418
8.7979, 4.9000
8.8339, 4.9320
8.8432, 4.9393
8.8659, 4.9554
8.8675, 4.9565
8.9104, 4.9800
8.9273, 4.9868
8.9340, 4.9891
8.9572, 4.9954
8.9928, 4.9999
9.0469, 4.9945
9.0560, 4.9922
9.1150, 4.9672
9.1197, 4.9644
9.1198, 4.9644
9.1368, 4.9537
9.1392, 4.9520
9.1728, 4.9264
9.1826, 4.9180
9.1872, 4.9139
9.2107, 4.8914
9.2142, 4.8879
9.2165, 4.8855
9.2297, 4.8715
9.2450, 4.8543
9.3081, 4.7734
9.3448, 4.7194
9.3622, 4.6922
9.3813, 4.6611
9.3894, 4.6476
9.4203, 4.5942
9.4267, 4.5828
9.4716, 4.4996
9.5301, 4.3840
9.5770, 4.2865
9.5967, 4.2444
9.5980, 4.2416
9.6072, 4.2217
9.6478, 4.1328
9.6557, 4.1153
9.6641, 4.0967
9.6846, 4.0508
9.7069, 4.0005
9.7546, 3.8918
9.7725, 3.8509
9.7773, 3.8399
9.7981, 3.7922
9.8608, 3.6484
9.8653, 3.6381
9.8720, 3.6227
9.8903, 3.5808
9.9491, 3.4474
9.9643, 3.4131
9.9767, 3.3852
9.9981, 3.3376
10.0196, 3.2898
10.0594, 3.2027
10.0976, 3.1204
10.1359, 3.0393
10.1438, 3.0227
10.1503, 3.0091
10.1641, 2.9805
10.1665, 2.9756
10.1727, 2.9629
10.1849, 2.9377
10.2047, 2.8974
10.2163, 2.8741
10.2249, 2.8569
10.2406, 2.8257
10.2433, 2.8203
10.2670, 2.7737
10.2677, 2.7724
10.2951, 2.7195
10.3095, 2.6920
10.3166, 2.6786
10.3465, 2.6226
10.3477, 2.6203
10.3650, 2.5885
10.3681, 2.5829
10.3905, 2.5422
10.4332, 2.4667
10.4471, 2.4425
10.4660, 2.4101
10.4676, 2.4074
10.4800, 2.3865
10.5063, 2.3426
10.5230, 2.3150
10.5279, 2.3072
10.5451, 2.2794
10.5465, 2.2770
10.5636, 2.2499
10.5646, 2.2482
10.6047, 2.1858
10.6119, 2.1747
10.6565, 2.1080
10.6576, 2.1063
10.6778, 2.0768
10.6969, 2.0494
10.6978, 2.0482
10.7072, 2.0347
10.7299, 2.0030
10.7619, 1.9591
10.7718, 1.9458
10.8357, 1.8623
10.8371, 1.8605
10.8440, 1.8517
10.8597, 1.8320
10.9052, 1.7763
10.9677, 1.7030
10.9899, 1.6780
10.9972, 1.6698
11.0410, 1.6219
11.0542, 1.6078
11.0587, 1.6031
11.0663, 1.5950
11.1130, 1.5469
11.1144, 1.5454
11.1233, 1.5364
11.1747, 1.4860
11.2497, 1.4162
11.2551, 1.4113
11.2884, 1.3819
11.2956, 1.3756
11.3213, 1.3535
11.3224, 1.3526
11.3296, 1.3464
11.3324, 1.3441
11.3344, 1.3424
11.3364, 1.3407
11.3758, 1.3082
11.4044, 1.2852
11.4274, 1.2671
11.4326, 1.2630
11.5231, 1.1953
11.5328, 1.1883
11.5434, 1.1808
11.5455, 1.1793
11.5817, 1.1540
11.6194, 1.1285
11.6243, 1.1253
11.6337, 1.1190
11.6406, 1.1145
11.6583, 1.1029
11.6635, 1.0996
11.6641, 1.0992
11.6695, 1.0958
11.6936, 1.0804
11.7302, 1.0577
11.7769, 1.0298
11.7862, 1.0243
11.8594, 0.9827
11.8623, 0.9811
11.8781, 0.9724
11.9311, 0.9442
11.9586, 0.9300
11.9614, 0.9285
12.0151, 0.9017
12.0198, 0.8993
12.0370, 0.8910
12.0446, 0.8873
12.0464, 0.8865
12.0674, 0.8765
12.1205, 0.8520
12.1262, 0.8494
12.1522, 0.8378
12.1762, 0.8272
12.1829, 0.8243
12.2360, 0.8018
12.2515, 0.7954
12.2572, 0.7931
12.2831, 0.7826
12.3139, 0.7703
12.3233, 0.7666
12.3687, 0.7492
12.3762, 0.7463
12.4057, 0.7353
12.4510, 0.7189
12.5038, 0.7004
12.5069, 0.6994
12.5315, 0.6910
12.5534, 0.6837
12.5717, 0.6776
12.5719, 0.6776
12.6008, 0.6682
12.6084, 0.6657
12.6166, 0.6632
12.6232, 0.6610
12.6659, 0.6477
12.6914, 0.6399
12.7005, 0.6372
12.7077, 0.6350
12.7108, 0.6341
12.7298, 0.6285
12.7436, 0.6244
12.7568, 0.6206
12.7601, 0.6196
12.8036, 0.6073
12.8061, 0.6066
12.8476, 0.5951
12.8554, 0.5930
12.8641, 0.5906
12.8757, 0.5875
12.8765, 0.5873
12.9043, 0.5799
12.9060, 0.5795
12.9077, 0.5790
12.9152, 0.5771
12.9283, 0.5737
12.9516, 0.5677
12.9737, 0.5621
12.9778, 0.5611
13.0019, 0.5551
13.0033, 0.5547
13.0250, 0.5494
13.0250, 0.5494
13.0371, 0.5465
13.0556, 0.5421
13.0643, 0.5400
13.0766, 0.5371
13.1394, 0.5226
13.1450, 0.5214
13.1592, 0.5182
13.1600, 0.5180
13.1712, 0.5155
13.1881, 0.5118
13.1882, 0.5117
13.1974, 0.5097
13.1998, 0.5092
13.2173, 0.5054
13.2933, 0.4894
13.3122, 0.4855
13.3272, 0.4825
13.3471, 0.4785
13.3514, 0.4777
13.3594, 0.4761
13.3627, 0.4754
13.3811, 0.4718
13.4023, 0.4677
13.4030, 0.4676
13.4163, 0.4650
13.4187, 0.4646
13.4409, 0.4604
13.4611, 0.4566
13.4921, 0.4509
13.5070, 0.4482
13.5188, 0.4460
13.5238, 0.4451
13.5497, 0.4405
13.5707, 0.4368
13.5826, 0.4348
13.5995, 0.4319
13.6101, 0.4301
13.6265, 0.4273
13.6311, 0.4265
13.6353, 0.4258
13.6432, 0.4245
13.6562, 0.4223
13.6717, 0.4197
13.7003, 0.4151
13.7543, 0.4065
13.8250, 0.3956
13.8655, 0.3895
13.8690, 0.3890
13.8852, 0.3866
13.8861, 0.3865
13.8890, 0.3861
13.8993, 0.3846
13.9249, 0.3809
13.9853, 0.3724
14.0060, 0.3695
14.0376, 0.3653
14.0812, 0.3595
14.0919, 0.3581
14.1142, 0.3552
14.1293, 0.3532
14.1304, 0.3531
14.1305, 0.3531
14.1389, 0.3520
14.1490, 0.3507
14.1678, 0.3484
14.1686, 0.3483
14.1700, 0.3481
14.1793, 0.3469
14.2002, 0.3443
14.2011, 0.3442
14.2213, 0.3417
14.2653, 0.3364
14.2809, 0.3346
14.2879, 0.3338
14.3012, 0.3322
14.3043, 0.3318
14.3334, 0.3285
14.3397, 0.3277
14.3425, 0.3274
14.3552, 0.3260
14.3895, 0.3221
14.4143, 0.3193
14.4162, 0.3191
14.4588, 0.3145
14.4628, 0.3140
14.5011, 0.3100
14.5013, 0.3099
14.5093, 0.3091
14.5721, 0.3026
14.5865, 0.3011
14.5920, 0.3006
14.6171, 0.2981
14.6257, 0.2972
14.6262, 0.2971
14.6420, 0.2956
14.6547, 0.2943
14.7030, 0.2896
14.7048, 0.2895
14.7131, 0.2887
14.7161, 0.2884
14.7195, 0.2881
14.7531, 0.2849
14.7606, 0.2842
14.8013, 0.2805
14.8245, 0.2784
14.8330, 0.2776
14.8356, 0.2774
14.8367, 0.2773
14.8659, 0.2747
14.8710, 0.2742
14.8857, 0.2729
14.8889, 0.2726
14.8979, 0.2718
14.8995, 0.2717
14.9661, 0.2660
15.0194, 0.2616
15.0385, 0.2600
15.0516, 0.2589
15.0736, 0.2571
15.0870, 0.2561
15.1160, 0.2538
15.1328, 0.2525
15.1342, 0.2523
15.1621, 0.2502
15.2462, 0.2438
15.2553, 0.2431
15.2734, 0.2418
15.2818, 0.2412
15.2990, 0.2399
15.3291, 0.2378
15.3710, 0.2348
15.4114, 0.2320
15.4284, 0.2308
15.4807, 0.2273
15.5199, 0.2247
15.5314, 0.2239
15.5454, 0.2230
15.5692, 0.2215
15.5881, 0.2203
15.6112, 0.2188
15.6247, 0.2179
15.6251, 0.2179
15.6590, 0.2158
15.6689, 0.2152
15.7033, 0.2131
15.7193, 0.2121
15.7800, 0.2085
15.7841, 0.2082
15.8126, 0.2066
15.9177, 0.2006
15.9181, 0.2006
15.9231, 0.2003
15.9564, 0.1984
15.9710, 0.1976
16.0080, 0.1956
16.0149, 0.1953
16.0409, 0.1939
16.0412, 0.1939
16.0480, 0.1935
16.0551, 0.1931
16.0642, 0.1927
16.0812, 0.1918
16.1157, 0.1900
16.1377, 0.1889
16.1464, 0.1884
16.1465, 0.1884
16.1556, 0.1880
16.1957, 0.1859
16.2102, 0.1852
16.2392, 0.1838
16.2660, 0.1825
16.2821, 0.1817
16.2957, 0.1811
16.2970, 0.1810
16.3081, 0.1805
16.3468, 0.1787
16.3689, 0.1776
16.3843, 0.1769
16.4032, 0.1760
16.4113, 0.1757
16.4406, 0.1743
16.4730, 0.1729
16.4954, 0.1719
16.5971, 0.1675
16.6354, 0.1658
16.6512, 0.1652
16.6524, 0.1651
16.6780, 0.1641
16.6849, 0.1638
16.7022, 0.1631
16.7023, 0.1631
16.7145, 0.1626
16.7397, 0.1615
16.7647, 0.1605
16.7768, 0.1601
16.7808, 0.1599
16.7831, 0.1598
16.7887, 0.1596
16.7945, 0.1594
16.8197, 0.1584
16.8386, 0.1576
16.8601, 0.1568
16.8949, 0.1554
16.9332, 0.1540
16.9365, 0.1539
16.9466, 0.1535
16.9598, 0.1530
16.9791, 0.1523
16.9818, 0.1522
17.0709, 0.1489
17.0979, 0.1480
17.1192, 0.1472
17.1265, 0.1470
17.1640, 0.1457
17.1823, 0.1450
17.2104, 0.1441
17.2268, 0.1435
17.2291, 0.1434
17.2608, 0.1424
17.2693, 0.1421
17.2891, 0.1414
17.3161, 0.1405
17.3341, 0.1399
17.3359, 0.1399
17.4123, 0.1374
17.4192, 0.1372
17.4237, 0.1371
17.4373, 0.1366
17.4587, 0.1360
17.4665, 0.1357
17.4674, 0.1357
17.5260, 0.1339
17.5279, 0.1338
17.5675, 0.1326
17.5803, 0.1322
17.5954, 0.1318
17.6230, 0.1310
17.6349, 0.1306
17.6731, 0.1295
17.6869, 0.1291
17.7027, 0.1286
17.7181, 0.1282
17.7438, 0.1275
17.7676, 0.1268
17.8120, 0.1255
17.8240, 0.1252
17.8316, 0.1250
17.8395, 0.1248
17.8451, 0.1246
17.8843, 0.1236
17.8883, 0.1235
17.9712, 0.1212
18.0025, 0.1204
18.0475, 0.1192
18.0723, 0.1186
18.0890, 0.1182
18.0914, 0.1181
18.0917, 0.1181
18.1288, 0.1172
18.1585, 0.1164
18.1599, 0.1164
18.1860, 0.1158
18.1871, 0.1157
18.1958, 0.1155
18.2105, 0.1152
18.2272, 0.1148
18.2273, 0.1148
18.2382, 0.1145
18.2457, 0.1143
18.2745, 0.1136
18.2779, 0.1135
18.3002, 0.1130
18.3143, 0.1127
18.3210, 0.1125
18.3322, 0.1122
18.3401, 0.1121
18.3572, 0.1117
18.3765, 0.1112
18.3835, 0.1111
18.3908, 0.1109
18.4153, 0.1103
18.4266, 0.1101
18.4372, 0.1098
18.5040, 0.1083
18.5119, 0.1081
18.5148, 0.1081
18.5374, 0.1076
18.5387, 0.1075
18.5396, 0.1075
18.5406, 0.1075
18.5434, 0.1074
18.5569, 0.1071
18.5575, 0.1071
18.5711, 0.1068
18.5990, 0.1062
18.6110, 0.1060
18.6328, 0.1055
18.6461, 0.1052
18.6582, 0.1050
18.6584, 0.1049
18.6903, 0.1043
18.6981, 0.1041
18.7060, 0.1039
18.7206, 0.1036
18.7831, 0.1023
